pat_id,birth_date,death_date,ssn,drivers,passport,prefix,first,last,suffix,maiden,marital,race,ethnicity,gender,birthplace,address,prior_opioid_abuse_diag
30076970-d563-4936-a391-cf9e114608dc,1993-03-15,,999-80-3762,S99939995,X89049575X,Mr.,Darnell564,Purdy2,,,,white,italian,M,Brooklyn Park,996 Ortiz Vista Minneapolis Minnesota 55401 US,1
f20591b7-9f7d-480c-b397-e0d352e42f60,1933-09-13,,999-34-8201,S99978662,X26146991X,Mr.,Brant303,Gulgowski816,,,M,white,irish,M,Windom,672 Herman Light Nicolletship Minnesota  US,0
807a411e-0c27-446f-9f26-63820052333f,2011-11-08,,999-71-4094,,,,Juan88,Hammes673,,,,white,english,M,Owatonna,823 Shields Passage Apt 0 Brainerd Minnesota 56401 US,0
1252fd9e-186b-4c7d-9ead-0bec5f45efc3,2008-06-22,,999-80-2391,,,,Kelly223,Lind531,,,,white,german,M,Afton,326 Nader Promenade Unit 96 Alexandriaship Minnesota  US,0
d8c0e022-d544-429f-9ecf-bc4c1a935771,1997-02-14,,999-13-9308,S99920653,X25862982X,Ms.,Melba931,Gutmann970,,,,white,french_canadian,F,Royaltonship,606 Muller Mews Suite 37 Canosiaship Minnesota  US,0
4da64f00-270b-4f43-99be-067bd23db492,1998-03-21,,999-46-2134,S99936685,X57470526X,Ms.,Cherryl901,Kling921,,,,white,irish,F,St. Paul,896 Johnson Crossing Mora Minnesota 55051 US,0
e181833a-82e5-453c-8b94-7a186ca65ba3,2003-10-07,,999-14-5002,,,,Shanae34,Strosin214,,,,white,portuguese,F,Minneapolis,696 VonRueden Park Unit 41 Slayton Minnesota 56172 US,0
1e140534-7e7e-45e6-97f0-24b8385e06d4,1955-08-15,,999-29-2806,S99940902,X18026271X,Mrs.,Layne115,Littel644,,West559,M,white,german,F,Minneapolis,226 Renner Well Apt 37 Minneota Minnesota 56264 US,0
bbf05a0b-f231-441a-b119-eb6881f02d07,1964-03-19,2014-05-21,999-33-5022,S99937087,X65711112X,Mr.,Keven605,Raynor401,,,M,white,french_canadian,M,Minneapolis,309 Bernhard Green Oak Grove Minnesota 55005 US,0
c48549bf-2028-4859-b310-d6bbd261e403,1978-06-18,,999-10-1450,S99966588,X47547235X,Mrs.,Kiera822,Gottlieb798,,Luettgen772,M,white,english,F,Woodbury,127 Fahey Pathway Suite 58 Brooklyn Park Minnesota 55428 US,1
928f1e9f-c6f2-4c16-8913-be8c04d30f23,2010-10-17,,999-80-2317,,,,Myles862,Rutherford999,,,,black,african,M,Rockfordship,840 Mohr Light Oak Grove Minnesota 55005 US,0
daaab2c9-48ff-4aeb-bcf4-07b8d804e98e,2004-05-30,,999-48-1926,,,,Concepción765,Regalado83,,,,black,dominican,F,Hermantown,754 McDermott Tunnel Unit 36 Roseville Minnesota 55112 US,0
e4578102-dbe0-43d8-b8a2-ee82af8441fc,1953-02-14,,999-60-5947,S99954591,X85025944X,Mrs.,Stella203,Pouros728,,Orn563,M,white,german,F,Brooklyn Park,417 Raynor Hollow Minneapolis Minnesota 55401 US,1
c407f672-8952-48bf-b434-f4437b9b6c70,1964-04-01,,999-77-9244,S99938167,X57210641X,Mr.,Víctor493,Alanis890,,,M,black,dominican,M,Hutchinson,1025 Schuster Ramp Suite 64 St. Louis Park Minnesota 55343 US,1
967ec5ee-f90b-4d36-a4d9-4d3c7e37a6aa,1944-04-03,2014-07-20,999-88-4468,S99950058,X80190750X,Ms.,Nereida276,Jaskolski867,,,S,white,irish,F,Minneapolis,157 Turner Highlands Toddship Minnesota  US,1
8fb4e4c6-c092-4355-8124-8481f9a0abad,1949-09-22,2012-02-23,999-31-5514,S99913952,X44205548X,Mr.,Corey514,Borer986,,,M,white,american,M,East Bethel,707 Herman Trace Lonsdale Minnesota 55046 US,0
bcb22e3b-097b-464e-aaf1-acc79c186fbb,1978-06-09,,999-32-3241,S99981966,X65672196X,Mr.,Johnson679,Orn563,,,M,white,irish,M,Sleepy Eye,790 Cartwright Park Unit 91 Henderson Minnesota 56044 US,0
06ed9431-a78b-4da7-8286-6434901997af,1979-10-26,,999-17-4267,S99960426,X46263929X,Mrs.,Angle307,Dickinson688,,Satterfield305,M,white,french,F,Little Falls,214 Sanford Knoll Minneapolis Minnesota 55401 US,0
f795e563-4479-4c0e-b897-5ae7b3b1e295,2000-10-21,,999-60-6567,S99968552,,,Marcel580,Botsford977,,,,white,irish,M,Wakefieldship,520 Beahan Rue Apt 84 Toddship Minnesota  US,0
9cf47e3a-7737-428e-9376-b7ba4daeef65,1970-12-12,,999-77-1152,S99997994,X41116060X,Ms.,Barrie587,McCullough561,,,S,black,african,F,Chaska,109 Abernathy Vale Unit 89 Waite Park Minnesota 56301 US,1
dae2efb4-10e4-4413-bf3a-08a28d986299,1994-11-19,,999-95-1367,S99995396,X41360188X,Ms.,Sindy229,Hintz995,,,,white,scottish,F,Elk River,856 Rolfson Spur Suite 63 Lonsdale Minnesota 55046 US,1
06bd0d28-c19f-4e0b-805d-b621cd0621e7,1986-10-12,,999-95-7146,S99962017,X25420517X,Mrs.,Idell650,Gottlieb798,,Maggio310,M,white,swedish,F,Maple Grove,452 Emard Divide Apt 28 Hugo Minnesota 55038 US,1
5edb5639-ef93-4203-89f8-b7b4a4813697,1951-07-05,,999-88-5027,S99979164,X81767785X,Mrs.,Yong583,Jast432,,Brekke496,M,white,italian,F,Fergus Falls,392 Schuster Corner Cushingship Minnesota  US,1
8be222f3-a6fd-43bc-97b9-dfc807d45220,2015-01-28,,999-17-5780,,,,Charlie254,Romaguera67,,,,asian,asian_indian,F,Winona,1077 Haag Avenue St. Paul Minnesota 55101 US,0
411b4951-6487-4627-9df9-80c9e289b5a0,1966-11-29,,999-68-7590,S99988477,X12587949X,Ms.,Shena75,Skiles927,,,S,white,french,F,St. Paul,671 Lubowitz Ranch Apt 15 Brooklyn Park Minnesota 55428 US,1
568e86a1-85df-4dbb-a042-9088ba15d772,1977-04-01,,999-96-2720,S99989490,X70760992X,Mrs.,Eloisa55,Hernández971,,Domínquez36,M,black,west_indian,F,Northfield,339 Wilkinson Track Unit 66 Willmar Minnesota 56201 US,0
91332bc8-24d6-43bd-bd1d-d0c6a3f6abbe,1976-11-11,,999-65-4137,S99993972,X16336865X,Mr.,Hunter736,Swift555,,,M,white,irish,M,Richlandship,381 Fadel Wynd Suite 3 Bemidji Minnesota 56601 US,0
06282676-0621-4686-b064-f118b5e24cf0,1976-09-17,,999-35-1784,S99947984,X70623238X,Mr.,Broderick767,Vandervort697,,,M,white,american,M,Austin,135 Rau Throughway Champlin Minnesota 55316 US,0
922838cb-83d9-40d1-a326-3ee43a08b1ce,1998-10-24,,999-20-6009,S99913766,,Mr.,Robt687,Weimann465,,,,asian,chinese,M,Byron,521 Bogan Branch St. Paul Minnesota 55101 US,0
cf0d47f5-fa73-4a77-872e-48bcafd0be05,2004-10-27,,999-96-8391,,,,David908,Gutmann970,,,,white,irish,M,Edina,1004 Gleason Common Unit 17 Independence Minnesota 55328 US,1
69842b06-6f83-4a5b-910d-76c6cabe97d0,2000-11-17,,999-37-1911,S99925439,,,September423,Wisozk929,,,,asian,chinese,F,Plymouth,778 Borer Bypass Apt 54 St. Paul Minnesota 55101 US,0
00497afc-802a-4f9f-9c86-b034b255daee,1998-10-28,,999-39-9393,S99918368,,Ms.,Clarence5,Terry864,,,,white,irish,F,St. Paul,812 Marquardt Lane Motley Minnesota 56466 US,0
7a24efa2-9a83-4384-9e1e-f44779a02725,1977-05-06,,999-55-9080,S99917873,X64143227X,Mr.,Clark193,Beer512,,,M,white,italian,M,Alexandria,893 Morar Rest Apt 42 Carver Minnesota 55315 US,0
1b942bcb-8f3d-40fe-8af3-e7284351973c,1987-12-25,,999-29-3946,S99991372,X30306148X,Mr.,Antonio44,Altenwerth646,,,M,white,irish,M,Corinnaship,1077 Leannon Tunnel Suite 30 Lindstrom Minnesota 55013 US,0
5249236d-5cb3-4773-addc-e3fb53e3604a,2014-05-08,,999-59-4408,,,,Tova870,Kuhn96,,,,white,french,F,Fridley,660 Shanahan Knoll Chaska Minnesota 55318 US,1
79c05150-864f-4455-854b-895ddb4cae86,1991-12-03,,999-16-7803,S99947047,X53783533X,Ms.,Robbin22,Pfannerstill264,,,,white,english,F,Minneapolis,149 Lakin Plaza Suite 66 Minneapolis Minnesota 55401 US,0
93726b18-8a7d-4e1e-bf26-dc2e97523107,1961-09-20,,999-41-8184,S99946116,X89592732X,Mrs.,Lakeesha370,Spencer878,,O'Reilly797,M,white,french,F,Kiester,862 Wiegand Esplanade Suite 40 Anoka Minnesota 55303 US,0
d51c1f6a-2891-493f-8529-eebbcc5bef58,1999-09-20,,999-49-1186,S99995238,,Ms.,Logan497,McCullough561,,,,black,african,F,Rockville,688 Nicolas Mill St. Louis Park Minnesota 55343 US,0
fcdc35c8-058d-42ca-ac37-27a15a541d50,1960-04-02,,999-48-1057,S99922866,X52550974X,Mr.,Felix524,Hegmann834,,,M,white,english,M,Worthington,566 Zulauf Tunnel Suite 50 Andover Minnesota 55303 US,1
a22fed7e-8121-42e8-9d87-9890a035d840,1983-10-25,,999-69-8143,S99935900,X38682072X,Ms.,Nicki254,Welch179,JD,,S,black,west_indian,F,Brooklyn Center,747 Hegmann Underpass Suite 16 St. Paul Minnesota 55101 US,0
491a475a-d95f-46ca-bae1-8370c5952fe2,2006-08-31,,999-22-1576,,,,Toby274,Goyette777,,,,white,irish,M,Ortonville,973 Little Village St. Michael Minnesota 55301 US,1
c71312a7-0170-4c20-9e93-294b01a42103,1991-08-18,,999-93-1202,S99930976,X72886718X,Mr.,Alphonse92,Jones311,,,,asian,asian_indian,M,Excelsior,746 Lesch Gateway St. Paul Minnesota 55101 US,0
ff5c59a6-e925-4247-9b0e-d6c4fa9775eb,1992-12-18,,999-25-7295,S99978827,X49992466X,Ms.,Bernie827,Schinner682,,,,black,african,F,Granite Ledgeship,196 Haag Mill St. Paul Minnesota 55101 US,0
d036c8ab-61f7-4cfb-9cbf-860d84ba4f36,1961-05-11,,999-32-1415,S99945933,X9534314X,Mr.,Robbie31,Carter549,,,M,white,greek,M,St. Paul,966 Gaylord Gardens Apt 87 Hobartship Minnesota  US,1
d498a791-2201-4b94-b829-d0ed1036e522,2010-10-06,,999-81-6222,,,,Myrtis608,Bergstrom287,,,,white,french,F,Duluth,407 McClure Harbor Lino Lakes Minnesota 55014 US,0
f96958b4-fb5c-4cff-b648-edd26b2dcf29,2001-08-27,,999-43-4608,S99957376,,,Jesenia223,Wilkinson796,,,,white,italian,F,Avon,783 Runolfsson Ranch Eagan Minnesota 55120 US,0
33fa00ee-85a3-4d36-be23-18bd3d0de910,1976-02-19,,999-41-9620,S99914655,X20322230X,Mr.,Tony646,Buckridge80,,,M,native,american_indian,M,Bloomington,983 Kshlerin Parade Apt 61 Williamsship Minnesota  US,0
c4c49a00-b95c-48ea-8b8d-6b20acfc8dad,1978-05-26,,999-51-7238,S99935234,X81233878X,Mrs.,Melissia267,Schneider199,,Windler79,M,white,russian,F,Hopkins,317 Bergnaum Neck Suite 94 Burnsville Minnesota 55044 US,0
7efc670b-1cbc-44d6-bb4d-9eac06862557,1969-05-22,,999-59-8360,S99988477,X71670609X,Mr.,Denny560,Raynor401,,,M,white,german,M,Moorhead,528 Hilll Ranch Suite 85 Cottage Grove Minnesota 55016 US,0
bc520d1e-7ca0-49eb-bea0-37eb561b1913,1951-01-08,,999-60-7009,S99983873,X40744478X,Mr.,Lino542,Shields502,,,M,black,african,M,St. Paul,338 Crona Fort Willmar Minnesota 56201 US,0
2541c717-aee4-4865-9d85-96a7ccf73ddd,1981-03-11,,999-89-7148,S99972115,X20942435X,Mrs.,Lilla884,McLaughlin530,,Gusikowski974,M,white,irish,F,Owatonna,233 Mosciski Burg Suite 53 Leech Lakeship Minnesota  US,0
25c084a2-cbd7-42ea-818b-b82d05498e18,1963-01-06,,999-77-7027,S99931468,X63093726X,Mr.,Tyree261,Hauck852,,,M,white,italian,M,St. Paul,747 Morar Parade Unit 24 New Hope Minnesota 55427 US,0
2e73ce7f-8a20-41ad-b7aa-0afd4bb16f40,1978-05-08,,999-26-6007,S99945808,X53147898X,Mr.,Porfirio146,Schuppe920,,,S,white,french,M,Woodbury,865 Hand Dale Ham Lake Minnesota 55304 US,0
d158035f-4b8f-49cd-b08b-79b01c3ad507,1993-07-10,,999-10-5577,S99919127,X65852792X,Mr.,Lawerence6,Lebsack687,,,,white,italian,M,Albany,123 Collins Rapid Minneapolis Minnesota 55401 US,0
4bd53b22-a093-4e3e-b986-ba9b2b360ece,1996-03-08,,999-64-1746,S99960988,X63007462X,Ms.,Daniela614,García15,,,,black,dominican,F,Rockford,676 Koss Frontage road Suite 14 St. Paul Minnesota 55101 US,0
f8986f66-7059-4a25-a3b8-9f330146aa0f,1987-06-07,,999-14-7074,S99935880,X61943838X,Mrs.,Yajaira121,Marvin195,,Wiza601,M,white,english,F,Rogers,544 Koch Annex Apt 26 Minneapolis Minnesota 55401 US,0
7560e4ba-a271-4672-8606-7426a2eb6e1c,1938-12-15,2015-05-28,999-60-5586,S99975007,X86331240X,Ms.,Esther279,Mann644,,,S,white,italian,F,New Hope,1054 Hartmann Estate North Branch Minnesota 55032 US,1
ef848294-9712-446e-8621-dc9d4b806776,1957-03-02,,999-83-7819,S99973371,X66288354X,Mrs.,Maria750,Sauer652,,Wintheiser220,M,white,german,F,Minneapolis,352 Dickens Heights Suite 65 New Hope Minnesota 55427 US,0
4b0c0301-fcb6-4d5e-a5c7-9817376c7009,1968-11-14,,999-95-4081,S99978972,X45662346X,Mr.,Sancho742,Carrasquillo418,,,M,hispanic,mexican,M,Bloomington,141 Langworth Village Suite 61 Rogers Minnesota 55311 US,0
068e7959-e402-4c03-aa17-57af55a5bf71,1955-01-08,,999-60-4028,S99946790,X57337965X,Mr.,Noble66,Gorczany269,,,M,white,scottish,M,Mounds View,107 Greenfelder Route Duluth Minnesota 55802 US,0
d96639fd-77d1-447c-b774-3e747deca940,1987-03-05,,999-93-4769,S99932566,X84357862X,Mr.,Donnie175,Frami345,,,M,asian,chinese,M,Waukenaboship,247 Fadel Corner Woodbury Minnesota 55125 US,0
58e5d759-c4be-42f4-b249-a3360dac9db0,1967-05-04,,999-12-6124,S99929967,X70979986X,Mrs.,Corrie32,Purdy2,,Senger904,M,white,italian,F,Mahtomedi,1001 Wilkinson Orchard Ponto Lakeship Minnesota  US,0
c1906285-121f-47ae-9cdf-b782e6963212,1985-04-21,,999-50-8772,S99983010,X45907992X,Mrs.,Dona966,Erdman779,,Koss676,M,white,polish,F,Fort Ripleyship,1078 Schmitt Green Suite 81 North Branch Minnesota 55032 US,1
72342db6-aec0-489d-b483-ab16566601ab,1961-03-01,,999-88-1321,S99983299,X82635876X,Mr.,Wilbert25,Murray856,,,M,hispanic,south_american,M,Chaska,735 Marks Lane Unit 38 Waconia Minnesota 55322 US,1
984f4b0c-df62-4e09-873e-9775b0a1aff7,1989-12-13,,999-87-2930,S99985219,X23231838X,Ms.,Maryanne663,Bode78,,,S,asian,chinese,F,Osseo,888 Ratke Arcade St. Paul Minnesota 55101 US,0
469c4f1c-dee9-4203-8f3f-ffabd528a12e,2009-12-01,,999-50-1722,,,,Garnet389,Robel940,,,,white,french,F,Otsego,830 Metz Meadow Delano Minnesota 55328 US,0
047565fa-1345-4baf-838f-c09d66e3a030,1972-06-05,,999-42-3362,S99948300,X24828713X,Mr.,Rosario163,Rempel203,,,M,white,french,M,Austin,992 Friesen Drive Apt 60 Ham Lake Minnesota 55304 US,0
3048dcfb-13c3-463a-a05f-aab6aa9d5e68,1975-03-14,,999-71-1399,S99938818,X23702660X,Ms.,Shanel903,Rohan584,,,S,white,irish,F,Baldwinship,446 Halvorson Crossing Suite 93 Faribault Minnesota 55021 US,0
d1f2d31b-27c2-435d-bcc1-c28cebd10fbf,2000-05-21,,999-26-3485,S99997596,,,Deshawn686,Stroman228,,,,white,scottish,M,Foley,698 Wisozk Fork Edina Minnesota 55343 US,0
3b6e8470-f9a2-4897-ad36-ebb3dd98ed7f,1969-05-12,,999-18-3655,S99945780,X4295005X,Mr.,Jayson808,Kiehn525,,,S,white,irish,M,Hutchinson,700 Ullrich Key Unit 57 Oakdale Minnesota 55042 US,0
53da5062-3535-4828-ba36-1d6676f462c8,1994-07-30,,999-81-9169,S99941814,X25080457X,Ms.,Merlene950,O'Reilly797,,,,white,italian,F,Minneapolis,238 Spencer Byway South St. Paul Minnesota 55075 US,0
18759c8c-651a-4f2e-a4bd-1bba85391962,1933-06-10,1995-05-27,999-28-7347,S99962568,X39819145X,Ms.,Remona896,Schamberger479,,,S,white,portuguese,F,Buffalo,736 Kuhn Course Unit 91 Maple Groveship Minnesota  US,1
31e4901a-9203-4f5c-b2e3-5d9ed37e2463,2003-09-19,,999-81-1850,,,,Roosevelt595,Metz686,,,,white,swedish,M,St. Louis Park,898 Sawayn Wynd Unit 48 St. Charlesship Minnesota  US,0
300e8438-54cb-456c-bac9-bae22293eb42,1992-09-17,,999-91-2357,S99965667,X72827685X,Ms.,Jona712,Hand679,,,,white,irish,F,Wasiojaship,240 Padberg Stravenue Unit 54 Nowthen Minnesota 55070 US,1
893784df-38e0-423d-be9a-d94d85966332,1985-05-08,,999-44-3093,S99976199,X60487862X,Mrs.,Nakisha629,Baumbach677,,Roob72,M,white,italian,F,Milfordship,812 Mills Station Apt 54 Mendota Heights Minnesota 55118 US,1
9555859b-b244-4295-8145-f63e1c94479b,1986-03-18,,999-44-2102,S99962138,X10667733X,Mr.,Gustavo235,Corkery305,,,S,white,english,M,Brooklyn Park,589 Sipes Green Maple Groveship Minnesota  US,1
27d191e8-4b4f-41f5-869e-facc25748662,1963-11-22,,999-60-9368,S99949853,X79441329X,Mr.,Gordon377,Parisian75,,,M,white,italian,M,Silver Creekship,652 Dach Fort Suite 31 Duluth Minnesota 55802 US,0
511c4783-239e-4039-8a37-1f5b99eeba08,1993-10-12,,999-74-1843,S99993166,X37705253X,Mr.,Wayne846,Schmeler639,,,,white,italian,M,Centerville,695 Kshlerin Extension Apt 50 East Bethel Minnesota 55005 US,0
067eb2e6-ad8b-4689-888e-455dfaa1c12f,1960-04-21,,999-19-7451,S99919508,X47771213X,Mr.,Jonathon205,Carroll471,,,M,white,italian,M,Fridley,672 Renner Walk Apple Valley Minnesota 55068 US,1
353d2a73-3dc2-4eb3-a1d6-d8ff4462bcf6,1962-01-13,1998-04-04,999-10-4647,S99989973,X55292389X,Mr.,Larry532,White193,,,S,white,french,M,Brooklyn Center,316 Kozey Well Suite 86 Eveleth Minnesota 55734 US,0
2a887db2-e06a-4acc-a752-85972ce097c7,2007-03-21,,999-48-3804,,,,Devon268,Durgan499,,,,white,irish,M,Andover,134 Mertz Extension Apt 9 Oakdale Minnesota 55042 US,0
c8bed4a5-7ff5-4126-a2a6-91f4cf03aa3b,1959-12-08,,999-47-2378,S99934343,X65986253X,Mrs.,Cleta89,Raynor401,,Tromp100,M,white,german,F,Minneapolis,137 Kub Terrace Apt 26 Orono Minnesota 55331 US,0
4b52b3da-6138-460e-8a3f-98361dc5f964,2013-07-27,,999-95-3054,,,,Cody889,Robel940,,,,white,portuguese,M,Inver Grove Heights,446 Runolfsdottir Skyway Suite 39 Brunswickship Minnesota  US,0
0421077e-a467-491c-a528-9e776c4c9407,1991-09-07,,999-63-1609,S99946788,X11188106X,Mr.,Eliseo499,Brekke496,,,,white,italian,M,Minneapolis,151 Bogan Lane Caledoniaship Minnesota  US,1
915b5fe6-342e-4d08-8ddc-68770542d62e,1986-01-30,,999-85-5811,S99912842,X16333488X,Mr.,Alfonso758,Feest103,,,M,white,german,M,Pipestone,995 Brown Camp Eveleth Minnesota 55734 US,0
d05d4226-b872-443e-accb-5125fd674221,1959-10-16,,999-78-3787,S99940438,X28876376X,Mrs.,Shirl54,Turcotte120,,Smitham825,M,white,irish,F,Cokato,682 Gleason Approach Apt 29 Minneapolis Minnesota 55401 US,0
4bf938dd-f7e6-46cd-864d-06b3482df5c7,1968-04-21,,999-51-6302,S99954124,X10341465X,Ms.,Milly429,Ritchie586,,,S,white,irish,F,Minneapolis,331 Blanda Crossroad Suite 76 Minneapolis Minnesota 55401 US,1
568e8ab9-b5be-4b6f-912a-9f437c176703,1981-02-09,,999-89-2035,S99949330,X33392137X,Mrs.,Krystle484,Reynolds644,,Friesen796,M,white,english,F,Fisher,726 Jakubowski Mall Tumuliship Minnesota  US,1
955084ab-0da6-4a44-8376-15c9bc180217,1988-02-10,,999-71-3247,S99926484,X44493265X,Mr.,Bobbie849,Hirthe744,,,S,white,irish,M,Fridley,209 Baumbach Crossing Rochester Minnesota 55901 US,0
6ece360a-6359-43a3-abd4-02d352de2690,1981-06-29,,999-78-6081,S99958579,X56762832X,Mrs.,Tinisha932,Zemlak964,,O'Reilly797,M,asian,chinese,F,Wyoming,827 Yundt Wall St. Paul Minnesota 55101 US,0
c71ff808-5a92-49e6-9fa5-e390d10a5195,1968-10-09,,999-74-5664,S99959044,X73166548X,Mrs.,Dora90,Miller503,,Beahan375,M,white,english,F,Excelsior,488 Zulauf Frontage road Suite 22 Crookston Minnesota 56716 US,0
cad3b9a0-5703-4ed3-9bf5-0b80b91e4558,1947-09-05,2011-09-29,999-44-2172,S99987768,X25001149X,Mr.,Lacy523,Stokes453,,,M,white,italian,M,Lakeville,675 Torp Lodge Hartship Minnesota  US,0
8aa900a3-a17f-4ca8-a9e3-5a35415b3f51,1953-01-11,,999-90-8769,S99936788,X5181172X,Mrs.,Sook872,Herzog843,,Schamberger479,M,white,italian,F,Becker,454 Howe Dale Cannon Falls Minnesota 55009 US,1
8d7f53b5-fc8b-4fe0-a010-4f4376a612dd,1962-09-27,,999-18-9523,S99926463,X69389402X,Mr.,Julio255,Stark857,,,S,white,irish,M,Rochester,821 Bins Meadow Unit 12 Minneapolis Minnesota 55401 US,0
57b6a835-f822-4cad-809e-22ab0c1b6e69,1988-07-19,,999-64-3142,S99942397,X56388591X,Mr.,Tom274,Kuvalis369,,,S,white,irish,M,Burnsville,170 Morar Run Northernship Minnesota  US,0
59057f37-82ab-481c-aeb8-2e8ba789bfa6,2005-06-26,,999-46-1601,,,,Steven797,Reinger292,,,,white,irish,F,Lakeville,579 Stoltenberg Club Hartship Minnesota  US,0
efd42572-377e-476a-9778-9794f4d1df02,1959-02-08,,999-78-4006,S99987693,X12295043X,Mrs.,Wynell591,O'Hara248,,Leffler128,M,native,american_indian,F,Mendota Heights,490 Crist Drive Wanamingo Minnesota 55983 US,0
94b7e4c4-85ba-4a04-a5b6-5708081af7f1,2009-06-10,,999-57-7943,,,,Verona337,Douglas31,,,,white,irish,F,St. Paul,689 Turner Park Suite 77 Minneapolis Minnesota 55401 US,0
799a4956-a30d-4cb6-82cd-fca240bc14f8,1974-04-22,,999-10-5535,S99923151,X27988349X,Ms.,Florida645,Ullrich385,,,S,white,american,F,Medina,611 Williamson View Empireship Minnesota  US,1
bcf52220-789b-4efd-a839-82d61746d134,1986-07-16,,999-57-9324,S99970638,X29924707X,Mr.,Eddie505,Farrell962,,,M,white,irish,M,St. Paul,730 Ondricka Viaduct Coon Rapids Minnesota 55304 US,1
cc2872a0-7b23-40bf-ac42-7b9723fa1e36,1963-10-26,,999-15-3304,S99979287,X70716791X,Ms.,Alexia646,Rau926,,,S,white,portuguese,F,Richfield,257 Kemmer Esplanade Apt 21 Hopkins Minnesota 55305 US,0
31d5a63d-e7d2-4e10-8165-12e3239afb91,1957-09-14,,999-75-7126,S99984076,X33339726X,Mrs.,Drew592,Mertz280,,Purdy2,M,white,american,F,Lanesburghship,177 Block Throughway Minneapolis Minnesota 55401 US,0
825250ad-2fe6-48fb-bdf9-fbbbe06483e7,2017-01-14,,999-34-1255,,,,Wilhemina814,Barrows492,,,,white,french,F,Glencoe,286 Rolfson Center Suite 3 Austin Minnesota 55912 US,0
6566c732-daac-4042-ad18-c26d68b79222,2016-07-07,,999-42-7738,,,,George991,Gusikowski974,,,,asian,asian_indian,M,Winona,332 Lind Arcade Suite 30 St. Paul Minnesota 55101 US,0
49754eb3-9016-44a8-97ac-ea7d0c1da33a,1987-08-21,,999-35-7327,S99928962,X15741711X,Ms.,Whitley172,Berge125,,,S,white,french_canadian,F,Brooklyn Park,418 Senger Parade Lake St. Croix Beach Minnesota 55043 US,0
b43bbcd3-58b6-4def-b355-b3ee4ec1277a,1949-02-01,,999-56-8702,S99915975,X1942505X,Ms.,Conchita9,Bañuelos542,,,S,hispanic,puerto_rican,F,Cottage Grove,658 Strosin Mews Wells Minnesota 56097 US,0
ebf6f9e1-5b62-434f-8593-32fcd7b7f795,1964-04-10,,999-38-1681,S99914074,X89566787X,Mr.,Marcel580,Krajcik437,,,M,white,italian,M,Edina,217 Terry Center Glencoe Minnesota 55336 US,1
2f6046af-7270-4b12-b5e0-9f31835f9a14,1959-01-25,,999-93-8682,S99916346,X29957647X,Mr.,Derrick232,Beer512,,,M,white,polish,M,Minneapolis,401 Spencer Passage Apt 55 Cohasset Minnesota 55721 US,1
a54d1e34-8202-49ab-b069-3f93d1a551f9,1994-10-14,,999-36-3810,S99976330,X1497228X,Ms.,Eldora89,Schmitt836,,,,black,west_indian,F,Alexandria,475 Witting Parade Suite 94 St. Paul Park Minnesota 55071 US,0
47da5b82-1b10-4dfe-b232-d18d66e2e421,1948-10-26,,999-50-5428,S99984024,X88762801X,Mrs.,Edra310,Ryan260,,Ward668,M,white,irish,F,Lindstrom,385 Ruecker View Sartell Minnesota 56303 US,0
8a29cfca-0e93-4632-abb4-2b9af0bfc6ae,1970-11-11,,999-44-2558,S99912481,X22648322X,Mrs.,Rana586,Fisher429,,Friesen796,M,white,italian,F,Brainerd,783 Jones Ferry Suite 4 Rosemount Minnesota 55068 US,0
9978164f-7e7c-42c3-9fdf-5c7fd598cfce,1947-10-10,2015-11-27,999-12-9099,S99939717,X62351669X,Mr.,Johnathan55,Franecki195,,,M,white,italian,M,St. Peter,520 Schamberger Way Apt 37 Lauderdale Minnesota 55108 US,0
d810470c-7907-4cde-af04-8675ce078dd7,2004-01-24,,999-41-4659,,,,Brittanie254,Moore224,,,,white,irish,F,Minneapolis,169 Sporer Lock Suite 79 Cushingship Minnesota  US,1
86782a40-816a-4470-a389-4eb8969fc850,1948-05-27,2017-03-02,999-39-7466,S99991450,X78143375X,Mr.,Clinton763,Wuckert783,,,M,white,russian,M,Minneapolis,188 Bartoletti Lane Turnership Minnesota  US,1
23faebc4-5863-4a87-b526-da7e77244b2d,1999-07-01,,999-57-6366,S99991701,,Ms.,Shandi937,Renner328,,,,white,russian,F,Cokato,320 Koelpin Course Minneapolis Minnesota 55401 US,0
fbc77e60-7902-4992-9bde-ba886acbadcf,1982-11-12,,999-12-5537,S99998698,X28945994X,Mr.,Alden634,Baumbach677,,,M,white,italian,M,Shorewood,520 Kuhic Vista Unit 93 Maple Grove Minnesota 55311 US,0
f0b977ef-7114-4ab6-bf8e-1689ed236b1f,2007-02-18,,999-70-4624,,,,Janella261,Schaefer657,,,,white,german,F,Minneapolis,135 Walsh Mews Suite 34 Turnership Minnesota  US,1
12a10efe-ec9b-40e1-9651-d6f02171cdf0,1954-08-26,2017-06-08,999-61-3584,S99978235,X78083546X,Mr.,Wesley533,Heathcote539,,,M,asian,asian_indian,M,Minnetrista,460 Kiehn Trailer Suite 34 St. Paul Minnesota 55101 US,0
ac9e8647-6b47-47d0-8118-5f64252cb16f,1926-10-18,1997-02-03,999-12-9905,S99996843,X57388197X,Mr.,Jewell855,Donnelly343,,,M,white,irish,M,Crystal,451 Hand Forge Hutchinson Minnesota 55350 US,1
